subject,item,cond,sentence,rating,age,sex,L1,bilingual,impairment,education
plausibility_12,4,subject,Der Schüler brüllte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,4,intro,Der Lehrer brüllte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,4,distr_anim,Der Busfahrer brüllte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,108,subject,Die Interessentin sagte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,108,distr_anim,Der Makler sagte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,108,distr_inan,Die Immobilie sagte ab.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,108,intro,Das Hausverwalter sagte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,59,intro,Der Direktor fragte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,59,distr_anim,Der Prüfer fragte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,59,distr_inan,Die Klassenarbeit fragte nach.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,59,subject,Der Junge fragte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,49,intro,Der Außenminister regierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,49,subject,Der Diktator regierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,49,distr_anim,Der Funktionär regierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,49,distr_inan,Das Gefängnis regierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,83,distr_anim,Der Strafverteidiger sagte aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,83,subject,Der Einbrecher sagte aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,83,distr_inan,Das Gefängnis sagte aus.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,83,intro,Der Gerichtsdiener sagte aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,13,distr_inan,Die Geldstrafe weinte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,13,subject,Die Beschuldigte weinte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,13,intro,Der Protokollant weinte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,13,distr_anim,Der Richter weinte.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,3,subject,Die Flugbegleiterin lächelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,3,distr_inan,Das Handgepäck lächelte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,3,intro,Der Passagier lächelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,3,distr_anim,Der Sitznachbar lächelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,115,distr_anim,Der Designer beriet.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,115,distr_inan,Das Brillengestell beriet.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,115,subject,Der Optiker beriet.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,115,intro,Der Kunde beriet.,3,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,51,distr_anim,Die Bewerberin entschied.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,51,intro,Der Inhaber entschied.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,51,distr_inan,Die Qualifikation entschied.,4,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,51,subject,Der Personalchef entschied.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,28,distr_inan,Der Abschluss trat zurück.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,28,subject,Der Geschäftsführer trat zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,28,distr_anim,Der Mediator trat zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,28,intro,Der Nachfolger trat zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,100,distr_anim,Der Assistenzarzt traf ein.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,100,intro,Die Hebamme traf ein.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,100,subject,Der Lebensgefährte traf ein.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,100,distr_inan,Die Geburt traf ein.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,5,intro,Der Architekt passte auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,5,distr_inan,Das Fundament passte auf.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,5,distr_anim,Der Leiharbeiter passte auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,5,subject,Der Maurer passte auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,9,intro,Der Naturschützer demonstrierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,9,distr_inan,Die Situation demonstrierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,9,distr_anim,Die Politikerin demonstrierte.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,9,subject,Die Aktivistin demonstrierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,107,distr_inan,Das Stück spielte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,107,distr_anim,Der Pianist spielte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,107,subject,Der Violinist spielte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,107,intro,Der Dirigent spielte.,5,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,113,subject,Die Läuferin holte auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,113,intro,Der Kommentator holte auf.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,113,distr_anim,Der Trainer holte auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,113,distr_inan,Das Training holte auf.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,102,subject,Die Fahrschülerin rangierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,102,distr_inan,Der Parkplatz rangierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,102,distr_anim,Der Fahrlehrer rangierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,102,intro,Der Prüfer rangierte.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,58,intro,Die Kita-Leiterin kam.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,58,subject,Die Mutter kam.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,58,distr_anim,Die Erzieherin kam.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,58,distr_inan,Das Essen kam.,4,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,45,subject,Der Verdächtigte mordete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,45,intro,Der Ermittler mordete.,4,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,45,distr_anim,Der Anführer mordete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,45,distr_inan,Die Tat mordete.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,8,intro,Die Aushilfe hetzte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,8,distr_inan,Die Bestellung hetzte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,8,distr_anim,Der Kunde hetzte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,8,subject,Der Bäcker hetzte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,39,distr_inan,Der Entwurf kalkulierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,39,subject,Die Architektin kalkulierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,39,distr_anim,Der Künstler kalkulierte.,5,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,39,intro,Der Ingenieur kalkulierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,94,intro,Der Sozialarbeiter kam unter.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,94,distr_inan,Die Unterkunft kam unter.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,94,distr_anim,Der Heimleiter kam unter.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,94,subject,Der Obdachlose kam unter.,5,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,30,distr_anim,Der Ernährungsberater kochte.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,30,subject,Die Veganerin kochte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,30,distr_inan,Die Ernährungsweise kochte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,30,intro,Die Freundin kochte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,7,subject,Der Wissenschaftler dokumentierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,7,distr_inan,Die Messung dokumentierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,7,distr_anim,Die Laborantin dokumentierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,7,intro,Der Laborleiter dokumentierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,111,distr_anim,Der Vermittler demonstrierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,111,intro,Der Pressesprecher demonstrierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,111,distr_inan,Die Verhandlung demonstrierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,111,subject,Der Naturschützer demonstrierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,85,distr_anim,Der Ansprechpartner kommunizierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,85,subject,Der Angestellte kommunizierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,85,distr_inan,Der Termin kommunizierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,85,intro,Der Schichtleiter kommunizierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,114,distr_anim,Die Lektorin schrieb.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,114,intro,Die Leserin schrieb.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,114,distr_inan,Die Lesung schrieb.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,114,subject,Die Autorin schrieb.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,10,subject,Die Steuerberaterin telefonierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,10,intro,Die Sekretärin telefonierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,10,distr_anim,Die Klientin telefonierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,10,distr_inan,Die Software telefonierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,72,subject,Der Veteran gab auf.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,72,distr_anim,Der Therapeut gab auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,72,distr_inan,Die Therapie gab auf.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,72,intro,Der Arzt gab auf.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,67,distr_inan,Die Route kürzte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,67,subject,Der Skifahrer kürzte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,67,distr_anim,Der Sponsor kürzte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,67,intro,Die Trainerin kürzte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,1,intro,Der Journalist log.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,1,distr_anim,Der Vorgesetzte log.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,1,distr_inan,Der Skandal log.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,1,subject,Die Kollegin log.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,34,distr_anim,Der Werkstudent tippte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,34,intro,Der Teamleiter tippte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,34,distr_inan,Das Meeting tippte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,34,subject,Die Beamte tippte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,80,subject,Die Kassiererin kämpfte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,80,distr_inan,Die Schichtarbeit kämpfte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,80,distr_anim,Die Aushilfe kämpfte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,80,intro,Die Marktleiterin kämpfte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,101,intro,Der Hauptmann reiste ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,101,distr_anim,Der Ausbilder reiste ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,101,subject,Der Rekrut reiste ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,101,distr_inan,Die Grundausbildung reiste ab.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,92,intro,Der Rektor unterrichtete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,92,distr_inan,Der Plan unterrichtete.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,92,subject,Die Referendarin unterrichtete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,92,distr_anim,Der Schüler unterrichtete.,4,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,32,intro,Der Projektmanager übertrieb.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,32,distr_inan,Der Auftrag übertrieb.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,32,subject,Der Programmierer übertrieb.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,32,distr_anim,Der Berater übertrieb.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,87,distr_anim,Der Auftraggeber kündigte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,87,subject,Der Kurier kündigte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,87,intro,Der Teamleiter kündigte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,87,distr_inan,Die Übergabe kündigte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,63,subject,Der Gast feierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,63,distr_anim,Der Musiker feierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,63,distr_inan,Das Lied feierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,63,intro,Der Barkeeper feierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,31,distr_anim,Der Schuster kam wieder.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,31,subject,Die Frau kam wieder.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,31,distr_inan,Die Reparatur kam wieder.,2,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,31,intro,Die Verkäuferin kam wieder.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,77,distr_inan,Die Ehe prahlte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,77,subject,Der Liebhaber prahlte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,77,distr_anim,Der Ehemann prahlte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,77,intro,Der Gärtner prahlte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,86,intro,Der Brautvater fuhr los.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,86,distr_anim,Die Schwiegermutter fuhr los.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,86,subject,Die Trauzeugin fuhr los.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,86,distr_inan,Die Planung fuhr los.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,15,subject,Die Kellnerin grüßte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,15,distr_anim,Der Koch grüßte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,15,distr_inan,Die Bezahlung grüßte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,15,intro,Der Wirt grüßte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,20,distr_inan,Der Film lernte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,20,distr_anim,Die Schwester lernte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,20,subject,Die Schülerin lernte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,20,intro,Die Lehrerin lernte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,2,distr_anim,Der Gastredner argumentierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,2,subject,Die Studentin argumentierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,2,intro,Der Professor argumentierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,2,distr_inan,Das Experiment argumentierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,82,distr_inan,Das Interview lächelte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,82,subject,Der Schauspieler lächelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,82,intro,Der Redakteur lächelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,82,distr_anim,Der Fotograf lächelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,117,intro,Der Chefarzt rauchte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,117,distr_anim,Der Krankenpfleger rauchte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,117,subject,Der Patient rauchte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,117,distr_inan,Der Schmerz rauchte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,21,distr_inan,Die Investition betrog.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,21,subject,Der Börsenmakler betrog.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,21,distr_anim,Der Informant betrog.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,21,intro,Der Aufsichtsrat betrog.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,89,intro,Die Putzhilfe salzte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,89,distr_anim,Die Chefin salzte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,89,subject,Die Köchin salzte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,89,distr_inan,Das Suppenhuhn salzte nach.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,41,distr_inan,Das Programm schlief aus.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,41,subject,Die Bekannte schlief aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,41,distr_anim,Die Therapeutin schlief aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,41,intro,Die Esoterikerin schlief aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,42,subject,Die Autorin machte weiter.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,42,distr_anim,Der Verleger machte weiter.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,42,intro,Die Lektorin machte weiter.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,42,distr_inan,Der Verlag machte weiter.,4,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,17,intro,Der Thronfolger dankte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,17,distr_inan,Die Vergeltung dankte ab.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,17,subject,Der König dankte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,17,distr_anim,Der Handlanger dankte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,68,distr_anim,Der Flüchtige zitterte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,68,distr_inan,Der Fluchtwagen zitterte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,68,subject,Die Zeugin zitterte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,68,intro,Der Kommissar zitterte.,5,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,66,subject,Der Soldat kam zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,66,distr_inan,Der Einsatz kam zurück.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,66,intro,Die Ehefrau kam zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,66,distr_anim,Der General kam zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,76,distr_anim,Der Informant trat zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,76,subject,Der Politiker trat zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,76,intro,Der Regierungssprecher trat zurück.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,76,distr_inan,Der Bericht trat zurück.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,104,distr_anim,Der Gegner lief.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,104,subject,Der Fußballer lief.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,104,intro,Der Fan lief.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,104,distr_inan,Der Pass lief.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,22,distr_anim,Der Lieferant plante.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,22,intro,Der Auftraggeber plante.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,22,distr_inan,Der Untergrund plante.,3,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,22,subject,Der Statiker plante.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,70,intro,Der Vorgesetzte handelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,70,subject,Die Polizistin handelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,70,distr_anim,Der Mann handelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,70,distr_inan,Der Wagen handelte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,91,intro,Die Mandantin arbeitete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,91,subject,Die Anwältin arbeitete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,91,distr_inan,Das Urteil arbeitete.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,91,distr_anim,Die Richterin arbeitete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,29,subject,Die Tierpflegerin griff ein.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,29,distr_anim,Der Veterinär griff ein.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,29,distr_inan,Das Gehege griff ein.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,29,intro,Der Parkwächter griff ein.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,26,subject,Die Apothekerin arbeitete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,26,intro,Der Kardiologe arbeitete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,26,distr_inan,Die Dosierung arbeitete.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,26,distr_anim,Der Patient arbeitete.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,24,intro,Der Sachbearbeiter rief an.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,24,subject,Der Asylbewerber rief an.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,24,distr_anim,Der Dolmetscher rief an.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,24,distr_inan,Die Flucht rief an.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,62,intro,Die Nachbarin trank.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,62,distr_inan,Der Verlust trank.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,62,subject,Der Witwer trank.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,62,distr_anim,Der Einbrecher trank.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,78,intro,Der Jugendliche ging aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,78,distr_anim,Der Rapper ging aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,78,subject,Der Kumpel ging aus.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,78,distr_inan,Der Auftritt ging aus.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,110,intro,Der Mieter kassierte ab.,5,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,110,subject,Der Eigentümer kassierte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,110,distr_inan,Die Abrechnung kassierte ab.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,110,distr_anim,Der Hausmeister kassierte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,36,distr_anim,Der Techniker probte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,36,distr_inan,Das Licht probte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,36,subject,Die Schauspielerin probte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,36,intro,Der Regisseur probte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,120,subject,Die Kommissarin ermittelte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,120,distr_anim,Der Anrufer ermittelte.,6,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,120,distr_inan,Der Hinweis ermittelte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,120,intro,Das Opfer ermittelte.,4,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,61,subject,Der Schmuggler tauchte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,61,distr_inan,Das Verbrechen tauchte ab.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,61,intro,Der Staatsanwalt tauchte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,61,distr_anim,Der Drogenhändler tauchte ab.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,38,intro,Der Referent kämpfte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,38,subject,Der Menschenrechtler kämpfte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,38,distr_inan,Die Rettung kämpfte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,38,distr_anim,Der Anwalt kämpfte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,12,intro,Der Vormund provozierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,12,distr_anim,Der Bewährungshelfer provozierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,12,distr_inan,Die Maßnahme provozierte.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,12,subject,Der Ersttäter provozierte.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,69,distr_anim,Der Lehrer dachte nach.,7,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,69,distr_inan,Die Klassenfahrt dachte nach.,1,35,männlich,deutsch,nein,nein,bachelor
plausibility_12,69,subject,Die Mutter dachte nach.,7,35,männlich,deutsch,nein,nein,bachelor
